local_index,pac_vertex_index,runtime_vertex_index,pac_x,pac_y,pac_z,runtime_x,runtime_y,runtime_z,delta_len,pac_raw40_hex,runtime_raw40_hex
2497,8267,54489,1.024810577,1.523207514,2.899486758,0.352361596,1.240995365,-1.578021894,4.536509127,cfa77c34ba506652c8e6af5e1310400103340000b53b090500000000ffffffff3962347655598012,97638520ec13734cc53d9934394d6c57d6911f580a0c70000814900069553c0202000000ffffffff
2498,8268,54490,1.217296403,1.612879307,2.868420914,0.469262369,1.358827634,-1.611964206,4.549499751,56bbd43a4e50b1d163679c741034000000000000ff00000000000000ffffffff3b56b966c82370fa,736fdb28761344c4e13fa035f34e7a575641ed080a0c7000083090005c443a2003020000ffffffff
2499,8269,54491,1.187070083,1.616578820,2.625359446,0.434415465,1.341323965,-1.919170889,4.614651685,45b8173b014d114cac223b7c0d10000103000000b628210000000000ffffffff9069fb46fd06b185,ea6b9e274a0f9643e53d3333544e4258f30d1f51081470000c18a000b01f170c0a020000ffffffff
2500,8270,54492,1.009485640,1.519452784,2.926525549,0.027110992,1.017036750,-2.935426708,5.964894473,41a638341851755227320b131310400103340000c82e050401000000ffffffff6d66de456d043f55,9842ad107d01a53c613d162a513eff595dbe69010614500200000000fa05000000000000ffffffff
2501,8271,54493,0.901171452,1.518017152,2.902075579,0.062073410,1.036914734,-2.888252648,5.870557557,449b1e34c350dd52b273df581310400103340000d71e050400000000fffffffff26831469c05dcdf,244615122102a13f683d3a2b3b43ea5958cea8000614500200000000f708000000000000ffffffff
2502,8272,54494,0.994969306,1.520060167,2.914156740,0.070698500,1.048675874,-2.830435660,5.837535569,c8a44334ed50a25281a30d621310400103340000d522040300000000ffffffff3c67b7745e5dbbc5,0447ea12ea028e396c3d452c1e44d1591f5e99000614500200000000f00f000000000000ffffffff
2503,8273,54495,1.219837724,1.610063259,2.909842040,0.267766405,1.108861991,-2.390336197,5.408283632,98bba13ade503dd2fdaf8f621034000000000000ff00000000000000ffffffff49697644b80531a1,025b2c17e408e738ad3d3930a64b1859cf29794006148000079400009453170100000000fffffeff
2504,8274,54496,1.001399619,1.517741069,2.925087315,0.115325640,0.900750547,-1.113184814,4.180125141,6fa519341351b6521a37ee0b1310400103340000d421050400000000ffffffffb168234bb8068ecc,8b4b73083c1a52407a3df435b546f455ff895b430308a00007000000ae4f020000000000fffffbff
2505,8275,54497,1.153763374,1.602553799,2.897473231,0.258794771,1.011073355,-1.105706000,4.144425397,e4b4193ab35012523eabbf5e13104001033400009e500a0601000000ffffffffc7686148ae05e0d5,195a4110561afb419c3dee35e54bf255fec9fd490308a00007244000c13d010000000000fffffdff
2506,8276,54498,1.017610167,1.520943633,2.910704980,0.299686939,1.083186262,-1.021425515,4.021031647,14a75334e150715251baae6f1310400103340000c132070400000000ffffffff53684c4aa804dbb7,3f5e5b157b1bf031a83d3b36984c95558b86ce10030890000a107000bd42000000000000ffffffff
2507,8277,54499,1.151414577,1.604375947,2.898623818,0.000003566,0.872921370,-1.006755533,4.136757303,a7b43a3ab7507b5276de1f1b1310400103340000b8370a0600000000ffffffffdc66a444a805f1a0,d83f7b06ae1bab3e653d403600008e555efe97000308a000041c0000827d000000000000fffffbff
2508,8278,54500,1.027082364,1.512164190,2.906965573,0.198881199,0.944537327,-1.010207293,4.043805223,0aa8b433d450a9525bff8e141310400103340000c82b060600000000ffffffff1365c642bf05a18a,05548c0ba21b80358b3d3a36d54997554ea6fc060308a000071090009768000000000000fffffdff
