local_index,pac_vertex_index,runtime_vertex_index,pac_x,pac_y,pac_z,runtime_x,runtime_y,runtime_z,delta_len,pac_raw40_hex,runtime_raw40_hex
74,524,46746,-0.024667103,0.970317621,-1.006019713,0.094733974,0.880708215,-1.033133273,0.151728731,b83cbc38664c7a56e9ff3027020c4000000000007b60230000000000ffffffff4176e860ee6402c6,7a4c0824024b8835303c39390d49fe564b7054300308000000000000aa55000000000000fffffbff
75,525,46747,-0.024311918,0.970706492,-1.008685372,0.068775931,0.914641437,-1.094443431,0.138430787,c43cd338434c81568bc3c32f020c4000000000007b60230000000000ffffffffa678f15ca464c0e0,0d49df2bdd47e763373c2b3941481e57703c634c0308000000000000aa55000000000000fffffaff
76,526,46748,-0.024548708,0.970486695,-1.001678497,0.090649356,0.909061984,-1.046613892,0.138068022,bc3cc6389f4c8d5655d13e56020c4000000000007b60230000000000ffffffffb175d860a062e0e8,f04b952a514a00f63e3c4739af4801570645b42e0308000000000000aa55000000000000fffffbff
77,527,46749,-0.024637504,0.970740307,-1.008456887,0.104353545,0.910938709,-1.095738179,0.166832088,b93cd538464ca35670216e56020c4000000000007b60230000000000fffffffff4762164b6639acd,bf4d042bcc4717693c3c3039e14826572b35ea4a0308000000000000aa55000000000000fffffaff
78,528,46750,-0.024726300,0.970588140,-1.005943551,0.094733974,0.880708215,-1.033133273,0.151948803,b63ccc38674c925678116f6b020c4000000000007b60230000000000ffffffff4176e860ee6401af,7a4c0824024be0f43a3c49390d49fe56e67054300308000000000000aa55000000000000fffffbff
79,529,46751,-0.024755899,0.970435973,-1.008685372,0.078750686,0.872710999,-1.049812683,0.148173005,b53cc338434c8156bcc3c32f020c4000000000007b60230000000000ffffffff8b780761f7649da6,5e4a2f22274aeb55333c3939dd480a5734a8c0530308000000000000aa55000000000000fffffbff
80,530,46752,-0.024637504,0.970452880,-1.002059305,0.090649356,0.909061984,-1.046613892,0.138003672,b93cc4389a4c8556eb516d36020c4000000000007b60230000000000ffffffff407f0373c7673eca,f04b952a514a6036313c3039af4801573c44b42e0308000000000000aa55000000000000fffffbff
81,531,46753,-0.028514931,0.974629017,-0.977611404,0.128032489,0.916991571,-1.064588050,0.188133216,363cbb39db4d47562c1d7023020c400000000000854e2c0000000000ffffffff6b7fae75a969018f,df506a2c6549ed443e3c39393f49135775e67f5b0308000000000000aa55000000000000fffffbff
82,532,46754,-0.028662924,0.974493757,-0.973955643,0.105448696,0.862701797,-1.049812683,0.190361917,313cb3390b4e3056f621f87f020c400000000000854e2c0000000000ffffffff3c7f42747b6934c0,e44ddf1f274a0766373c3d39634911577f216b480308000000000000aa55000000000000fffffbff
83,533,46755,-0.028574128,0.974493757,-0.975555038,0.117761747,0.881621217,-1.031305393,0.182064821,343cb339f64d3256d9105063020c400000000000854e2c0000000000ffffffffee7e9075d46ac77e,844f3e241a4bf81a393c43396d490357a0866e260308000000000000aa55000000000000fffffbff
84,534,46756,-0.028633326,0.974392312,-0.974488775,-0.371001261,1.218062265,-0.989949597,0.420511457,323cad39044e20564cca66a6020c400000000000854e2c0000000000ffffffff4d7fd8726469a18f,030ff971394dad492d3c4b399f49de56c8410df80308000000000000e11e000000000000ffffffff
85,535,46757,-0.028603727,0.974510665,-0.976316655,-0.378519326,1.221612826,-0.986522321,0.428491027,333cb439ec4d33562fa9e502020c400000000000854e2c0000000000ffffffff3c7f42747b6994b8,050ecb72664d3f6f303c5039dc49dc5645bf12b80308000000000000e11e000000000000ffffffff
86,536,46758,-0.028692523,0.974493757,-0.975555038,-0.370438886,1.223117588,-0.968472002,0.422675473,303cb339f64d325611135063020c400000000000854e2c0000000000ffffffff467f8770aa67399f,160f2473534e01982d3c5339b249cb5652bb992b0308000000000000e01f000000000000ffffffff
87,537,46759,-0.028574128,0.974662831,-0.979210799,-0.371001261,1.218062265,-0.989949597,0.420255811,343cbd39c64d495666cd8601020c400000000000854e2c0000000000ffffffff407f0373c7674ac4,030ff971394daf6b313c52399f49de56d3400df80308000000000000e11e000000000000ffffffff
