local_index,pac_vertex_index,runtime_vertex_index,pac_x,pac_y,pac_z,runtime_x,runtime_y,runtime_z,delta_len,pac_raw40_hex,runtime_raw40_hex
3433,16563,62785,-0.927081766,1.543821111,0.694789948,7.601875766,1.733455774,1.221430721,8.547305329,8f38493a5345ae5a9f24bd62a8aca10aa90c820962322821150d0000ffffffffd947fb27640c00e5,007d9b56e84fb0138941422ab33b9f3b5d9295414b28c10400000000ea15010000000000ffffffff
3434,16564,62786,-0.907610371,1.543951893,0.775856468,7.642765694,1.699687726,1.325048119,8.569410481,b7384e3af446a65aa9746e4e980c820a81d0710955412b1b120f0000fffffeffde43a127680b00e1,547d9051fd51ec2a9341072bab3bb53b8507350b4b28c10400000000ec13000000000000ffffffff
3435,16565,62787,-0.915398929,1.544736589,0.641134410,6.565510799,1.847759702,1.649703007,7.554670343,a7386c3a3f44b35a84d43d5c8304820982d0710969391d1b150f0000fffffeff6e45b126590c5cde,af74ad6783585015474169310d3b033baf5589404c28b1044f00000076542a0c00000000fffffcff
3436,16566,62788,-0.903229308,1.544527337,0.694012332,7.772737252,1.674028194,1.351875888,8.701836052,c038643a4f45a85a80642e5b810c8209740802084d4c2c18140f0000fffffeff3f43492c920a14de,5f7ebb4d875268339e41a129b83bcc3bd3c304134b28c10400000000fb04000000000000ffffffff
3437,16567,62789,-0.937791033,1.544108832,0.611779387,-2.318312896,1.604007229,-0.590998930,1.831967279,7938543aa843b75a97987e5b6ba0a20a83a472095838341e120b0000fefeffff1e451a25e00b60e0,652d46437d2b6f790a409a367239563607ae78c04338200140000000f804020100000000ffffffff
3438,16568,62790,-0.900308599,1.545050467,0.683514509,-2.474084051,1.623310730,-0.546091577,1.998705824,c638783a1945b05a7e802d5e82001208740c8209453c391e1c0c0000fffffeff964ed72df91514d6,252c2846642cb7790f4071368a397236e54537804338000412000000f107040300000000ffffffff
3439,16569,62791,-0.865260089,1.539034470,0.914661013,-0.814147678,1.730212367,-0.390957086,1.320530229,0e399239be49255ae888ae0d5e5442069c58e208a7261c1004020000ffffffffb64d462d5515f0d7,77391f56822f5017e641cc353537ad385b293ab80e102001110cf000f604030100000000ffffffff
3440,16570,62792,-0.868180798,1.539479131,0.899886299,-0.995231646,1.777084825,-0.377932009,1.305916542,0839a33972492e5abc649f595e54c2096458e208843d1b1a08020000ffffffffd55a7c259e25f0dc,03381f5dc52f3428db41e935eb36b1387a10a9b00e484000110c0000f807000000000000ffffffff
3441,16571,62793,-0.690504324,1.532495344,1.074461203,3.793271022,1.741433508,-1.198317414,5.031244294,753a9838f44c6859f5201f5871b8410776c8f106554c2e16100b0000fffffeffb562582fbd2accdd,705ecc57491f181b0640a033d83a3f3682798164544c510551346105786d190000000000ffffffff
3442,16572,62794,-0.707055009,1.527028635,1.141141818,3.186250301,1.696732041,-0.819034967,4.362214863,533ac7374b4e1959cae81e5170cc510206204007aa41080704010000ffffffffa760b730a029eece,91591f51e826bf6b26404e3baf3b902e8f8076555244510554000000ed12000000000000ffffffff
